[2025-07-25 23:08:58] FDS: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 462.80, Reward = 0.0000, Equity = 100000000.00
[2025-07-26 14:10:56] RDIB: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.55, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:11:04] DIS: Action = Hold, State = (4, 3, 0, 2, 1, 2, 1), Price = 112.35, Reward = -0.0012, Equity = 99998309.24
[2025-07-26 14:11:13] QUBT: Action = Hold, State = (0, 1, 0, 4, 1, 2, 1), Price = 11.10, Reward = 0.0200, Equity = 99998309.24
[2025-07-26 14:11:21] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 77.89, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:11:29] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 552.34, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:11:37] LVWR: Action = Hold, State = (4, 2, 0, 4, 1, 2, 1), Price = 4.10, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:11:45] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:11:53] OVV: Action = Hold, State = (0, 1, 0, 0, 1, 2, 1), Price = 34.05, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:12:01] MRNA: Action = Hold, State = (3, 3, 4, 4, 1, 2, 1), Price = 28.25, Reward = 0.0200, Equity = 99998309.24
[2025-07-26 14:12:09] EKSO: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.28, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:12:17] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.45, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:12:25] CELU: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.11, Reward = 0.0000, Equity = 99998309.24
[2025-07-26 14:12:34] INTC: Action = Buy, State = (0, 1, 2, 2, 1, 0, 0), Price = 19.53, Reward = 0.0000, Equity = 99998289.71
[2025-07-26 14:12:42] MU: Action = Buy, State = (0, 1, 0, 3, 1, 0, 0), Price = 93.62, Reward = 0.0000, Equity = 99998196.09
[2025-07-26 14:12:59] ONC: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 244.50, Reward = 0.0000, Equity = 99997951.59
[2025-07-26 14:13:08] CPAY: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 325.11, Reward = 0.0000, Equity = 99997626.48
[2025-07-26 14:13:16] GSK: Action = Buy, State = (4, 4, 4, 2, 1, 0, 0), Price = 41.50, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:13:25] CVX: Action = Hold, State = (2, 2, 4, 2, 1, 1, 0), Price = 138.00, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:15:15] IESC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 259.66, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:15:23] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.09, Reward = 0.1610, Equity = 99997584.98
[2025-07-26 14:15:31] AMST: Action = Hold, State = (1, 2, 3, 0, 1, 2, 1), Price = 2.75, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:15:39] HCA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 381.39, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:15:55] APDN: Action = Hold, State = (1, 1, 3, 0, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 99997584.98
[2025-07-26 14:16:04] FLYE: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.47, Reward = -0.0149, Equity = 99997585.46
[2025-07-26 14:16:12] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 81.65, Reward = 0.0000, Equity = 99997585.46
[2025-07-26 14:16:20] MU: Action = Sell, State = (0, 2, 0, 3, 1, 2, 1), Price = 93.83, Reward = 0.0200, Equity = 99997679.29
[2025-07-26 14:16:28] INTC: Action = Hold, State = (0, 1, 3, 2, 1, 2, 1), Price = 19.51, Reward = 0.0200, Equity = 99997679.29
[2025-07-26 14:16:36] AAPL: Action = Hold, State = (0, 2, 4, 2, 1, 2, 1), Price = 199.71, Reward = -0.0009, Equity = 99997679.29
[2025-07-26 14:16:45] CPAY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 325.11, Reward = 0.0000, Equity = 99997679.29
[2025-07-26 14:16:53] RDIB: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.55, Reward = 0.0000, Equity = 99997679.29
[2025-07-26 14:17:01] DIS: Action = Hold, State = (4, 2, 0, 3, 1, 2, 1), Price = 112.67, Reward = -0.0004, Equity = 99997679.29
[2025-07-26 14:17:09] QUBT: Action = Sell, State = (0, 1, 1, 2, 1, 2, 1), Price = 11.10, Reward = 0.0022, Equity = 99997690.39
[2025-07-26 14:17:17] ONC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 244.50, Reward = 0.0000, Equity = 99997690.39
[2025-07-26 14:17:25] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 77.89, Reward = 0.0000, Equity = 99997690.39
[2025-07-26 14:17:34] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 552.34, Reward = 0.0000, Equity = 99997690.39
[2025-07-26 14:17:42] GSK: Action = Hold, State = (4, 4, 4, 2, 1, 2, 1), Price = 41.49, Reward = 0.0200, Equity = 99997690.39
[2025-07-26 14:17:50] LVWR: Action = Sell, State = (4, 2, 0, 0, 1, 2, 1), Price = 4.07, Reward = -0.0022, Equity = 99997694.46
[2025-07-26 14:17:58] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0000, Equity = 99997694.46
[2025-07-26 14:18:06] OVV: Action = Hold, State = (0, 2, 0, 4, 1, 2, 1), Price = 36.20, Reward = 0.0190, Equity = 99997694.46
[2025-07-26 14:18:14] MRNA: Action = Sell, State = (4, 3, 4, 0, 1, 2, 1), Price = 27.40, Reward = -0.0048, Equity = 99997721.86
[2025-07-26 14:18:21] EKSO: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.28, Reward = 0.0000, Equity = 99997721.86
[2025-07-26 14:18:30] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.45, Reward = 0.0000, Equity = 99997721.86
[2025-07-26 14:18:38] CELU: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.11, Reward = 0.0000, Equity = 99997721.86
[2025-07-26 14:18:47] CYN: Action = Hold, State = (3, 1, 0, 0, 1, 0, 0), Price = 4.62, Reward = 0.0000, Equity = 99997721.86
[2025-07-26 14:18:55] RVPH: Action = Buy, State = (2, 3, 4, 4, 1, 0, 0), Price = 1.07, Reward = 0.0000, Equity = 99997720.79
[2025-07-26 14:19:03] REGN: Action = Buy, State = (0, 0, 4, 1, 1, 0, 0), Price = 490.02, Reward = 0.0000, Equity = 99997230.77
[2025-07-26 14:19:10] VRNA: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 80.01, Reward = 0.0000, Equity = 99997150.76
[2025-07-26 14:21:00] IESC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 259.66, Reward = 0.0000, Equity = 99997150.76
[2025-07-26 14:21:08] EDUC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.49, Reward = 0.0287, Equity = 99997152.25
[2025-07-26 14:21:15] AMST: Action = Hold, State = (1, 2, 2, 0, 1, 2, 1), Price = 2.75, Reward = 0.0000, Equity = 99997152.25
[2025-07-26 14:21:23] HCA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 381.39, Reward = 0.0000, Equity = 99997152.25
[2025-07-26 14:21:39] APDN: Action = Hold, State = (1, 1, 3, 0, 1, 2, 1), Price = 0.33, Reward = 0.0000, Equity = 99997152.25
[2025-07-26 14:21:47] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 81.65, Reward = 0.0000, Equity = 99997152.25
[2025-07-26 14:21:54] INTC: Action = Hold, State = (0, 1, 4, 3, 1, 2, 1), Price = 19.59, Reward = 0.0009, Equity = 99997152.25
[2025-07-26 14:22:02] AAPL: Action = Sell, State = (0, 2, 4, 2, 1, 2, 1), Price = 199.61, Reward = -0.0010, Equity = 99997351.86
[2025-07-26 14:22:10] CPAY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 325.11, Reward = 0.0000, Equity = 99997351.86
[2025-07-26 14:22:18] RDIB: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.55, Reward = 0.0000, Equity = 99997351.86
[2025-07-26 14:22:26] DIS: Action = Sell, State = (4, 2, 0, 2, 1, 2, 1), Price = 112.60, Reward = -0.0005, Equity = 99997464.46
[2025-07-26 14:22:34] ONC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 244.50, Reward = 0.0000, Equity = 99997464.46
[2025-07-26 14:22:42] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 77.89, Reward = 0.0000, Equity = 99997464.46
[2025-07-26 14:22:50] RVPH: Action = Hold, State = (2, 2, 3, 0, 3, 2, 1), Price = 0.94, Reward = 0.0200, Equity = 99997464.46
[2025-07-26 14:22:58] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 552.34, Reward = 0.0000, Equity = 99997464.46
[2025-07-26 14:23:05] GSK: Action = Sell, State = (4, 4, 4, 3, 1, 2, 1), Price = 41.58, Reward = 0.0006, Equity = 99997506.04
[2025-07-26 14:23:13] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0000, Equity = 99997506.04
[2025-07-26 14:23:21] OVV: Action = Sell, State = (1, 2, 2, 4, 1, 2, 1), Price = 36.98, Reward = 0.0258, Equity = 99997543.02
[2025-07-26 14:23:29] EKSO: Action = Hold, State = (2, 2, 2, 2, 1, 2, 1), Price = 0.28, Reward = 0.0000, Equity = 99997543.02
[2025-07-26 14:23:37] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.45, Reward = 0.0000, Equity = 99997543.02
[2025-07-26 14:23:44] REGN: Action = Hold, State = (0, 0, 4, 2, 1, 2, 1), Price = 490.50, Reward = 0.0200, Equity = 99997543.02
[2025-07-26 14:23:53] CELU: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.11, Reward = 0.0000, Equity = 99997543.02
[2025-07-26 14:24:00] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 84.25, Reward = 0.0200, Equity = 99997543.02
[2025-07-26 14:24:09] NMAX: Action = Buy, State = (0, 3, 4, 4, 1, 2, 0), Price = 18.70, Reward = 0.0000, Equity = 99997524.32
[2025-07-26 14:24:17] INDP: Action = Hold, State = (2, 2, 1, 4, 2, 0, 0), Price = 0.32, Reward = 0.0000, Equity = 99997524.32
[2025-07-26 14:24:25] BSLK: Action = Buy, State = (4, 2, 0, 4, 1, 0, 0), Price = 3.10, Reward = 0.0000, Equity = 99997521.22
[2025-07-26 14:24:33] CENX: Action = Buy, State = (4, 4, 4, 4, 2, 0, 0), Price = 18.47, Reward = 0.0000, Equity = 99997502.75
[2025-07-26 14:24:41] CLF: Action = Hold, State = (4, 3, 4, 2, 3, 0, 0), Price = 7.37, Reward = 0.0000, Equity = 99997502.75
[2025-07-26 14:24:48] CMC: Action = Hold, State = (2, 2, 2, 2, 2, 0, 0), Price = 50.68, Reward = 0.0000, Equity = 99997502.75
[2025-07-26 14:26:37] IESC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 250.84, Reward = -0.0102, Equity = 99997753.59
[2025-07-26 14:26:45] AMST: Action = Sell, State = (1, 2, 3, 4, 2, 2, 1), Price = 2.79, Reward = 0.0038, Equity = 99997756.37
[2025-07-26 14:26:53] HCA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 378.09, Reward = -0.0026, Equity = 99997756.37
[2025-07-26 14:27:10] APDN: Action = Sell, State = (4, 4, 4, 4, 1, 2, 1), Price = 6.06, Reward = 1.0000, Equity = 99997762.43
[2025-07-26 14:27:18] NMAX: Action = Sell, State = (0, 2, 4, 0, 2, 2, 1), Price = 18.25, Reward = 0.0200, Equity = 99997780.68
[2025-07-26 14:27:26] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 80.89, Reward = -0.0028, Equity = 99997780.68
[2025-07-26 14:27:34] INTC: Action = Hold, State = (0, 2, 4, 2, 2, 2, 1), Price = 19.56, Reward = 0.0004, Equity = 99997780.68
[2025-07-26 14:27:41] CPAY: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 318.40, Reward = -0.0062, Equity = 99998099.08
[2025-07-26 14:27:50] RDIB: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 10.35, Reward = -0.0057, Equity = 99998109.43
[2025-07-26 14:27:58] ONC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 241.20, Reward = -0.0040, Equity = 99998109.43
[2025-07-26 14:28:05] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.11, Reward = -0.0069, Equity = 99998109.43
[2025-07-26 14:28:13] RVPH: Action = Sell, State = (2, 2, 2, 0, 4, 2, 1), Price = 0.89, Reward = -0.0502, Equity = 99998110.32
[2025-07-26 14:28:21] BSLK: Action = Sell, State = (4, 3, 0, 4, 1, 2, 1), Price = 3.59, Reward = 0.0200, Equity = 99998113.91
[2025-07-26 14:28:29] ISRG: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 543.76, Reward = -0.0047, Equity = 99998657.67
[2025-07-26 14:28:37] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0000, Equity = 99998657.67
[2025-07-26 14:28:45] EKSO: Action = Sell, State = (3, 4, 4, 4, 2, 2, 1), Price = 4.39, Reward = 1.0000, Equity = 99998662.06
[2025-07-26 14:28:53] CENX: Action = Hold, State = (4, 4, 4, 4, 4, 2, 1), Price = 20.19, Reward = 0.0200, Equity = 99998662.06
[2025-07-26 14:29:01] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 9.45, Reward = 1.0000, Equity = 99998662.06
[2025-07-26 14:29:09] REGN: Action = Hold, State = (0, 1, 4, 0, 2, 2, 1), Price = 482.84, Reward = -0.0044, Equity = 99998662.06
[2025-07-26 14:29:17] CELU: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 2.24, Reward = 0.0187, Equity = 99998664.31
[2025-07-26 14:29:24] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 82.18, Reward = 0.0081, Equity = 99998664.31
[2025-07-26 14:29:33] CERO: Action = Buy, State = (2, 2, 1, 0, 4, 0, 0), Price = 0.41, Reward = 0.0000, Equity = 99998663.89
[2025-07-26 14:29:41] RUN: Action = Buy, State = (4, 1, 0, 0, 4, 1, 0), Price = 6.97, Reward = 0.0000, Equity = 99998656.92
[2025-07-26 14:29:49] BABA: Action = Hold, State = (0, 2, 4, 1, 3, 2, 0), Price = 114.00, Reward = 0.0000, Equity = 99998656.92
[2025-07-26 14:29:56] CETX: Action = Hold, State = (2, 1, 4, 3, 2, 0, 0), Price = 0.94, Reward = 0.0000, Equity = 99998656.92
[2025-07-26 14:30:05] ARTL: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 1.05, Reward = 0.0000, Equity = 99998655.87
[2025-07-26 14:30:12] EDUC: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 1.47, Reward = 0.0000, Equity = 99998654.40
[2025-07-26 14:30:20] AAPL: Action = Buy, State = (0, 3, 4, 4, 3, 2, 0), Price = 201.11, Reward = 0.0000, Equity = 99998453.29
[2025-07-26 14:30:28] DIS: Action = Hold, State = (4, 2, 0, 3, 2, 2, 0), Price = 113.00, Reward = 0.0000, Equity = 99998453.29
[2025-07-26 14:32:18] EDUC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.43, Reward = 0.0200, Equity = 99998453.29
[2025-07-26 14:32:26] HCA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 380.80, Reward = -0.0005, Equity = 99998453.29
[2025-07-26 14:32:34] BGI: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.94, Reward = 0.0099, Equity = 99998453.29
[2025-07-26 14:32:49] ONC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 244.98, Reward = 0.0006, Equity = 99998453.29
[2025-07-26 14:32:57] CENX: Action = Sell, State = (4, 3, 4, 0, 4, 2, 1), Price = 19.16, Reward = 0.0112, Equity = 99998472.45
[2025-07-26 14:33:05] CERO: Action = Sell, State = (2, 2, 1, 4, 1, 2, 1), Price = 0.43, Reward = 0.0200, Equity = 99998472.88
[2025-07-26 14:33:13] PFG: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.44, Reward = -0.0056, Equity = 99998549.32
[2025-07-26 14:33:21] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 8.09, Reward = 1.0000, Equity = 99998549.32
[2025-07-26 14:33:29] REGN: Action = Hold, State = (0, 2, 4, 4, 2, 2, 1), Price = 488.65, Reward = -0.0008, Equity = 99998549.32
[2025-07-26 14:33:37] RUN: Action = Hold, State = (3, 2, 0, 4, 4, 2, 1), Price = 7.03, Reward = 0.0200, Equity = 99998549.32
[2025-07-26 14:33:45] ARTL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.07, Reward = 0.0200, Equity = 99998549.32
[2025-07-26 14:33:53] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 80.57, Reward = -0.0040, Equity = 99998549.32
[2025-07-26 14:34:01] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 83.47, Reward = 0.0130, Equity = 99998549.32
[2025-07-26 14:34:09] INTC: Action = Hold, State = (0, 3, 4, 3, 3, 2, 1), Price = 19.60, Reward = 0.0011, Equity = 99998549.32
[2025-07-26 14:34:17] AAPL: Action = Sell, State = (0, 3, 4, 2, 2, 2, 1), Price = 201.44, Reward = 0.0200, Equity = 99998750.76
[2025-07-26 14:34:26] DOCS: Action = Hold, State = (3, 2, 4, 1, 3, 0, 0), Price = 51.84, Reward = 0.0000, Equity = 99998750.76
[2025-07-26 14:34:34] HEI: Action = Hold, State = (4, 3, 0, 4, 2, 0, 0), Price = 301.50, Reward = 0.0000, Equity = 99998750.76
[2025-07-26 14:34:42] INV: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 5.38, Reward = 0.0000, Equity = 99998745.38
[2025-07-26 14:34:50] EOG: Action = Buy, State = (2, 2, 2, 2, 2, 0, 0), Price = 111.20, Reward = 0.0000, Equity = 99998634.18
[2025-07-26 14:34:58] PACB: Action = Hold, State = (2, 2, 2, 4, 2, 0, 0), Price = 0.98, Reward = 0.0000, Equity = 99998634.18
[2025-07-26 14:35:06] IESC: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 258.62, Reward = 0.0000, Equity = 99998375.55
[2025-07-26 14:35:14] AMST: Action = Buy, State = (1, 2, 2, 0, 1, 2, 0), Price = 2.71, Reward = 0.0000, Equity = 99998372.84
[2025-07-26 14:35:22] APDN: Action = Hold, State = (4, 4, 4, 0, 1, 2, 0), Price = 5.80, Reward = 0.0000, Equity = 99998372.84
[2025-07-26 14:35:30] NMAX: Action = Buy, State = (0, 2, 4, 3, 3, 2, 0), Price = 18.31, Reward = 0.0000, Equity = 99998354.53
[2025-07-26 14:35:38] CPAY: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 319.04, Reward = 0.0000, Equity = 99998354.53
[2025-07-26 14:35:46] RDIB: Action = Hold, State = (2, 2, 2, 2, 2, 2, 0), Price = 11.00, Reward = 0.0000, Equity = 99998354.53
[2025-07-26 14:35:54] RVPH: Action = Buy, State = (2, 2, 1, 0, 3, 2, 0), Price = 0.88, Reward = 0.0000, Equity = 99998353.65
[2025-07-26 14:36:02] BSLK: Action = Hold, State = (4, 2, 0, 0, 1, 2, 0), Price = 3.15, Reward = 0.0000, Equity = 99998353.65
[2025-07-26 14:36:11] ISRG: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 550.49, Reward = 0.0000, Equity = 99997803.16
[2025-07-26 14:38:00] IESC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 261.50, Reward = 0.0200, Equity = 99997803.16
[2025-07-26 14:38:08] EDUC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.40, Reward = -0.0151, Equity = 99997804.56
[2025-07-26 14:38:16] AMST: Action = Sell, State = (1, 2, 3, 4, 1, 2, 1), Price = 2.81, Reward = 0.0200, Equity = 99997807.38
[2025-07-26 14:38:24] HCA: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 379.30, Reward = -0.0016, Equity = 99998186.68
[2025-07-26 14:38:39] NMAX: Action = Sell, State = (0, 2, 4, 1, 2, 2, 1), Price = 18.24, Reward = 0.0200, Equity = 99998204.92
[2025-07-26 14:38:48] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 80.58, Reward = -0.0039, Equity = 99998204.92
[2025-07-26 14:38:56] INTC: Action = Hold, State = (0, 3, 4, 1, 2, 2, 1), Price = 19.55, Reward = 0.0004, Equity = 99998204.92
[2025-07-26 14:39:03] INV: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 5.44, Reward = 0.0200, Equity = 99998204.92
[2025-07-26 14:39:11] ONC: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 245.28, Reward = 0.0010, Equity = 99998204.92
[2025-07-26 14:39:19] RVPH: Action = Hold, State = (2, 2, 1, 4, 2, 2, 1), Price = 0.89, Reward = 0.0200, Equity = 99998204.92
[2025-07-26 14:39:27] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 551.99, Reward = 0.0200, Equity = 99998204.92
[2025-07-26 14:39:35] EOG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 111.35, Reward = 0.0200, Equity = 99998204.92
[2025-07-26 14:39:43] BGI: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 0.91, Reward = 0.0011, Equity = 99998205.83
[2025-07-26 14:39:51] RUN: Action = Sell, State = (3, 1, 0, 1, 2, 2, 1), Price = 7.00, Reward = 0.0015, Equity = 99998212.83
[2025-07-26 14:39:59] LYEL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 8.04, Reward = 1.0000, Equity = 99998212.83
[2025-07-26 14:40:07] REGN: Action = Hold, State = (0, 2, 4, 4, 2, 2, 1), Price = 494.84, Reward = 0.0030, Equity = 99998212.83
[2025-07-26 14:40:15] ARTL: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 1.05, Reward = 0.0002, Equity = 99998212.83
[2025-07-26 14:40:23] VRNA: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 83.91, Reward = 0.0146, Equity = 99998212.83
[2025-07-26 14:40:33] MULN: Action = Buy, State = (4, 4, 4, 0, 1, 1, 0), Price = 5.61, Reward = 0.0000, Equity = 99998207.22
[2025-07-26 14:40:41] BMGL: Action = Hold, State = (4, 2, 0, 0, 1, 2, 0), Price = 3.45, Reward = 0.0000, Equity = 99998207.22
[2025-07-26 14:40:49] CRWD: Action = Hold, State = (4, 3, 4, 2, 3, 0, 0), Price = 473.20, Reward = 0.0000, Equity = 99998207.22
[2025-07-26 14:40:57] DUK: Action = Buy, State = (4, 3, 1, 1, 1, 0, 0), Price = 116.93, Reward = 0.0000, Equity = 99998090.29
[2025-07-26 14:41:05] CENX: Action = Buy, State = (4, 3, 4, 0, 3, 2, 0), Price = 18.93, Reward = 0.0000, Equity = 99998071.36
[2025-07-26 14:41:13] CERO: Action = Hold, State = (2, 2, 1, 3, 1, 2, 0), Price = 0.43, Reward = 0.0000, Equity = 99998071.36
[2025-07-26 14:41:21] PFG: Action = Buy, State = (2, 2, 2, 2, 2, 2, 0), Price = 76.71, Reward = 0.0000, Equity = 99997994.65
[2025-07-26 14:41:29] AAPL: Action = Buy, State = (0, 3, 4, 1, 2, 2, 0), Price = 201.00, Reward = 0.0000, Equity = 99997793.64
[2025-07-26 14:41:37] DOCS: Action = Buy, State = (3, 2, 4, 3, 3, 2, 0), Price = 52.06, Reward = 0.0000, Equity = 99997741.58
[2025-07-26 14:41:45] HEI: Action = Buy, State = (4, 2, 0, 1, 2, 2, 0), Price = 300.10, Reward = 0.0000, Equity = 99997441.49
[2025-07-26 14:41:53] PACB: Action = Hold, State = (2, 2, 3, 4, 3, 2, 0), Price = 1.02, Reward = 0.0000, Equity = 99997441.49
[2025-07-26 14:43:42] IESC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 260.78, Reward = 0.0025, Equity = 99997702.27
[2025-07-26 14:43:50] MULN: Action = Sell, State = (4, 4, 4, 4, 1, 2, 1), Price = 5.76, Reward = 0.0200, Equity = 99997708.03
[2025-07-26 14:44:06] CP: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 80.83, Reward = -0.0030, Equity = 99997708.03
[2025-07-26 14:44:14] INTC: Action = Sell, State = (0, 2, 4, 3, 2, 2, 1), Price = 19.62, Reward = 0.0014, Equity = 99997727.65
[2025-07-26 14:44:21] AAPL: Action = Sell, State = (0, 3, 4, 2, 1, 2, 1), Price = 200.89, Reward = 0.0200, Equity = 99997928.54
[2025-07-26 14:44:29] INV: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 5.43, Reward = 0.0028, Equity = 99997933.97
[2025-07-26 14:44:37] ONC: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 245.44, Reward = 0.0012, Equity = 99998179.41
[2025-07-26 14:44:45] PFG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 76.71, Reward = 0.0000, Equity = 99998179.41
[2025-07-26 14:44:53] RVPH: Action = Hold, State = (2, 2, 1, 4, 3, 2, 1), Price = 0.91, Reward = 0.0107, Equity = 99998179.41
[2025-07-26 14:45:01] ISRG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 550.84, Reward = 0.0002, Equity = 99998179.41
[2025-07-26 14:45:09] DOCS: Action = Sell, State = (3, 2, 3, 1, 2, 2, 1), Price = 51.95, Reward = 0.0200, Equity = 99998231.36
[2025-07-26 14:45:17] EOG: Action = Hold, State = (2, 2, 2, 2, 2, 2, 1), Price = 111.68, Reward = 0.0013, Equity = 99998231.36
[2025-07-26 14:45:25] DUK: Action = Sell, State = (4, 2, 0, 1, 1, 2, 1), Price = 116.45, Reward = 0.0200, Equity = 99998347.82
[2025-07-26 14:45:33] HEI: Action = Hold, State = (4, 2, 0, 2, 2, 2, 1), Price = 299.67, Reward = 0.0200, Equity = 99998347.82
[2025-07-26 14:45:41] CENX: Action = Hold, State = (4, 3, 4, 0, 3, 2, 1), Price = 18.60, Reward = 0.0200, Equity = 99998347.82
[2025-07-26 14:45:49] LYEL: Action = Sell, State = (2, 2, 2, 2, 2, 2, 1), Price = 8.18, Reward = 1.0000, Equity = 99998355.99
[2025-07-26 14:45:58] REGN: Action = Hold, State = (0, 3, 4, 4, 2, 2, 1), Price = 500.19, Reward = 0.0062, Equity = 99998355.99
